"code","temp1993"
"USC00010160",232.284931506849
"USC00010178",226.662857142857
"USC00010252",250.197260273973
"USC00010369",219.344444444444
"USC00010390",195.621546961326
"USC00010402",243.654794520548
"USC00010430",242.019736842105
"USC00010505",231.635616438356
"USC00010583",242.321428571429
"USC00010655",214.98904109589
"USC00010764",237.331506849315
"USC00011080",254.545205479452
"USC00011084",232.712990936556
"USC00011099",212.076923076923
"USC00011301",240.950684931507
"USC00011324",235.150684931507
"USC00011566",228.601648351648
"USC00011620",240.46301369863
"USC00011694",226.891061452514
"USC00011725",239.016438356164
"USC00011803",236.969863013699
"USC00012172",234.434540389972
"USC00012245",238.228021978022
"USC00012675",238.391061452514
"USC00012730",242.299719887955
"USC00012758",238.178082191781
"USC00012813",246.86301369863
"USC00012883",228.680555555556
"USC00013105",241.220833333333
"USC00013160",228.593406593407
"USC00013251",242.997260273973
"USC00013511",241.58904109589
"USC00013519",249.378082191781
"USC00013573",222.763736263736
"USC00013620",205.61095890411
"USC00013645",226.797260273973
"USC00013761",248.299450549451
"USC00013775",221.808864265928
"USC00013816",240.988826815642
"USC00014193",252.655555555556
"USC00014226",221.115384615385
"USC00014798",233.761235955056
"USC00015121",230.567123287671
"USC00015439",237.302777777778
"USC00015635",221.868493150685
"USC00016121",214.301939058172
"USC00016129",140.465517241379
"USC00016478",229.876712328767
"USC00016988",240.238227146814
"USC00017025",155.125
"USC00017131",210.252054794521
"USC00017157",221.150417827298
"USC00017207",205.14364640884
"USC00017304",219.450549450549
"USC00017366",241.516483516484
"USC00017955",231.285318559557
"USC00017999",237.586301369863
"USC00018024",237.624657534247
"USC00018178",238.416438356164
"USC00018209",232.203296703297
"USC00018323",236.895316804408
"USC00018438",236.18904109589
"USC00018469",206.249315068493
"USC00018517",220
"USC00018867",243.115068493151
"USC00018998",224.06301369863
"USC00020060",273.947658402204
"USC00020080",295.908
"USC00020100",304.947802197802
"USC00020159",153.103857566766
"USC00020287",274.307692307692
"USC00020288",298.237569060773
"USC00020586",245.961643835616
"USC00020632",292.665745856354
"USC00020670",238.815436241611
"USC00020672",216.933333333333
"USC00020683",263.986301369863
"USC00020750",160.662921348315
"USC00020773",249.180821917808
"USC00020808",204.60989010989
"USC00020871",184.481099656357
"USC00020949",297.221917808219
"USC00020958",258.194520547945
"USC00021001",122.090379008746
"USC00021026",307.378223495702
"USC00021050",309.720547945205
"USC00021231",236.019390581717
"USC00021248",207.9
"USC00021282",274.614325068871
"USC00021306",299.871428571429
"USC00021314",317.271468144044
"USC00021330",279.019178082192
"USC00021353",281.928571428571
"USC00021514",289.059322033898
"USC00021574",160.921965317919
"USC00021614",265.760989010989
"USC00021654",224.654320987654
"USC00021664",232.883656509695
"USC00021849",268.680672268908
"USC00021920",207.304109589041
"USC00022109",241.936288088643
"USC00022140",232.779614325069
"USC00022329",206.239884393064
"USC00022434",306.893150684932
"USC00022659",266.038888888889
"USC00022754",258.972602739726
"USC00022790",306.303867403315
"USC00022807",299.624657534247
"USC00023009",157.593406593407
"USC00023027",291.664835164835
"USC00023150",256.720547945205
"USC00023160",154.05540166205
"USC00023190",309.356164383562
"USC00023303",182.621917808219
"USC00023393",316.843835616438
"USC00023505",257.577946768061
"USC00023596",166.569863013699
"USC00023683",139.340659340659
"USC00023828",145.199404761905
"USC00023961",184.948096885813
"USC00024053",236.988795518207
"USC00024089",230.654794520548
"USC00024453",206.742465753425
"USC00024586",189.518731988473
"USC00024645",253.549618320611
"USC00024675",179.158045977011
"USC00024686",109.525423728814
"USC00024702",286.098630136986
"USC00024761",311.400552486188
"USC00024829",297.709589041096
"USC00024849",229.093150684932
"USC00024977",306.489425981873
"USC00024995",163.622950819672
"USC00025129",167.358904109589
"USC00025270",304.493150684931
"USC00025412",157.457534246575
"USC00025512",245.602409638554
"USC00025635",263.316666666667
"USC00025665",185.397260273973
"USC00025700",292.279874213836
"USC00025780",160.023121387283
"USC00025924",263.597260273973
"USC00026037",201.718662952646
"USC00026119",225.331506849315
"USC00026132",302.778393351801
"USC00026180",207.169863013699
"USC00026250",305.258426966292
