"code","temp2001"
"USC00010063",250.419847328244
"USC00010160",233.798882681564
"USC00010178",187.233333333333
"USC00010252",253.662983425414
"USC00010369",218.759103641457
"USC00010390",214.997260273973
"USC00010402",249.569863013699
"USC00010425",236.268493150685
"USC00010505",231.728767123288
"USC00010583",249.509641873278
"USC00010655",221.158904109589
"USC00010764",241.534246575342
"USC00011080",249.517906336088
"USC00011084",255.890449438202
"USC00011099",224.483076923077
"USC00011189",248.090410958904
"USC00011301",244.701369863014
"USC00011324",235.537634408602
"USC00011566",252.745856353591
"USC00011620",253.335164835165
"USC00011694",231.542936288089
"USC00011725",236.498381877023
"USC00011803",242.2
"USC00012096",215.281767955801
"USC00012172",237.058988764045
"USC00012209",214.551083591331
"USC00012245",234.747222222222
"USC00012675",247.565340909091
"USC00012730",249.813880126183
"USC00012758",247.01095890411
"USC00012813",254.93698630137
"USC00012883",232.652054794521
"USC00013043",258.27135678392
"USC00013154",226.491620111732
"USC00013160",233.842696629213
"USC00013251",258.030470914127
"USC00013511",242.476712328767
"USC00013519",242.300859598854
"USC00013573",218.78904109589
"USC00013575",207.981191222571
"USC00013620",216.654794520548
"USC00013645",233.147945205479
"USC00013761",256.472375690608
"USC00013775",219.347107438017
"USC00013816",240.450276243094
"USC00014193",246.915068493151
"USC00014226",226.618784530387
"USC00014502",237.582417582418
"USC00014798",234.738410596026
"USC00015121",239.542465753425
"USC00015439",242.956043956044
"USC00015553",239.052147239264
"USC00015635",223.260273972603
"USC00015752",241.065573770492
"USC00016000",231.70695970696
"USC00016121",229.836012861736
"USC00016129",222.538983050847
"USC00016478",234.068493150685
"USC00016643",162.935483870968
"USC00016988",254.751515151515
"USC00017020",233.257142857143
"USC00017025",246.182857142857
"USC00017131",208.448916408669
"USC00017157",233.016666666667
"USC00017207",210.357142857143
"USC00017304",224.179271708683
"USC00017366",244.475274725275
"USC00017955",222.189189189189
"USC00017999",233.308539944904
"USC00018024",228.853994490358
"USC00018178",240.164383561644
"USC00018209",227.208219178082
"USC00018323",257.928792569659
"USC00018380",244.988795518207
"USC00018438",239.909589041096
"USC00018469",210.438356164384
"USC00018517",234.763688760807
"USC00018862",241.342560553633
"USC00018867",254.344680851064
"USC00018998",222.683195592286
"USC00020060",278.923076923077
"USC00020080",301.309523809524
"USC00020100",314.153846153846
"USC00020159",166.868347338936
"USC00020287",281.323442136498
"USC00020288",298.857142857143
"USC00020586",252.848739495798
"USC00020632",316.508379888268
"USC00020670",139.157894736842
"USC00020672",280.750700280112
"USC00020678",164.402739726027
"USC00020683",267.259052924791
"USC00020750",177.314868804665
"USC00020775",216.21875
"USC00020808",210.10985915493
"USC00020871",182.189873417722
"USC00020949",308.005479452055
"USC00020958",250.491017964072
"USC00021001",157.452012383901
"USC00021026",307.412121212121
"USC00021050",321.2
"USC00021231",236.52602739726
"USC00021248",215.136111111111
"USC00021282",277.420454545455
"USC00021306",306.569060773481
"USC00021314",309.653846153846
"USC00021330",281.295890410959
"USC00021353",299.997150997151
"USC00021514",290.355113636364
"USC00021574",187.718061674009
"USC00021614",280.956164383562
"USC00021654",234.952380952381
"USC00021664",232.383561643836
"USC00021849",264.661931818182
"USC00021920",205.95867768595
"USC00022109",250.301408450704
"USC00022140",234.823204419889
"USC00022434",350.910891089109
"USC00022527",217.069444444444
"USC00022659",207.830508474576
"USC00022754",270.578082191781
"USC00022790",235.418604651163
"USC00022807",312.915966386555
"USC00023009",170.216666666667
"USC00023027",307.217543859649
"USC00023110",162.588235294118
"USC00023150",274.025210084034
"USC00023160",162.419512195122
"USC00023190",300.530726256983
"USC00023303",190.398190045249
"USC00023393",323.759668508287
"USC00023500",271.005434782609
"USC00023505",254.402402402402
"USC00023596",180.939726027397
"USC00023668",285.623626373626
"USC00023683",140.660583941606
"USC00023828",177.890784982935
"USC00023961",190.756097560976
"USC00024089",222.513196480938
"USC00024453",202.117845117845
"USC00024586",199.733333333333
"USC00024675",185.971590909091
"USC00024702",295.550684931507
"USC00024761",339.016597510373
"USC00024829",316.750684931507
"USC00024849",259.06043956044
"USC00025129",181.929032258065
"USC00025270",313.301369863014
"USC00025412",166.846575342466
"USC00025426",299.20253164557
"USC00025512",270.309248554913
"USC00025635",274.002739726027
"USC00025665",196.511428571429
"USC00025700",273.908396946565
"USC00025780",173.439759036145
"USC00025924",271.301369863014
"USC00026037",215.514285714286
"USC00026119",226.901098901099
"USC00026132",306.160664819945
"USC00026180",215.328767123288
"USC00026250",337.069124423963
"USC00026353",250.027397260274
"USC00026468",228.587912087912
"USC00026471",278.971751412429
"USC00026513",305.943181818182
"USC00026601",179.481690140845
"USC00026616",219.819209039548
"USC00026653",231.331343283582
"USC00026716",212.789625360231
"USC00026796",219.144846796657
"USC00026840",282.39226519337
"USC00026865",308.139726027397
"USC00027281",280.92243767313
"USC00027370",338.124481327801
