"code","temp2009"
"US009052008",120.936639118457
"USC00010063",207.511111111111
"USC00010160",228.815934065934
"USC00010178",188.895
"USC00010252",255.027397260274
"USC00010260",205.988980716253
"USC00010369",223.53698630137
"USC00010390",219.584905660377
"USC00010402",246.146814404432
"USC00010425",233.076712328767
"USC00010505",226.142465753425
"USC00010583",245.415977961433
"USC00010655",219.752747252747
"USC00010764",227.300275482094
"USC00011080",241.64371257485
"USC00011084",242.29012345679
"USC00011099",208.705329153605
"USC00011490",218.64010989011
"USC00011566",250.723287671233
"USC00011620",240.110465116279
"USC00011694",236.753125
"USC00011803",240.783561643836
"USC00012096",207.032876712329
"USC00012172",241.227397260274
"USC00012209",211.943217665615
"USC00012245",237.470914127424
"USC00012350",256.319796954315
"USC00012675",189.153846153846
"USC00012730",256.284584980237
"USC00012758",241.517808219178
"USC00012813",257.764383561644
"USC00012883",231.912921348315
"USC00013043",217.643382352941
"USC00013154",225.755043227666
"USC00013160",222.032967032967
"USC00013251",234.773195876289
"USC00013511",254.592592592593
"USC00013519",234.572602739726
"USC00013573",210.284931506849
"USC00013575",214.836565096953
"USC00013620",213.413698630137
"USC00013645",227.901098901099
"USC00013655",220.536656891496
"USC00013761",245.295264623955
"USC00013775",217.687671232877
"USC00013781",231.438356164384
"USC00013816",233.941747572816
"USC00014193",247.171830985916
"USC00014226",225.654596100279
"USC00014502",221.051987767584
"USC00014798",251.550561797753
"USC00015121",232.298630136986
"USC00015439",261.33606557377
"USC00015553",245.816438356164
"USC00015635",212.642857142857
"USC00015752",206.876712328767
"USC00016121",222.415887850467
"USC00016129",229.206043956044
"USC00016196",213.16620498615
"USC00016478",223.290410958904
"USC00016988",246.292537313433
"USC00017020",223.242253521127
"USC00017025",238.263157894737
"USC00017131",212.239010989011
"USC00017157",218.312101910828
"USC00017207",201.560563380282
"USC00017304",217.739726027397
"USC00017366",237.104956268222
"USC00017999",223.969863013699
"USC00018024",224.398351648352
"USC00018178",237.269230769231
"USC00018209",238.912023460411
"USC00018323",235.978082191781
"USC00018380",240.808333333333
"USC00018438",232.428571428571
"USC00018469",209.646575342466
"USC00018517",229.18904109589
"USC00018812",212.745205479452
"USC00018859",228.346749226006
"USC00018998",212.436813186813
"USC00020060",306.740384615385
"USC00020080",326.899470899471
"USC00020100",311.492581602374
"USC00020159",166.243670886076
"USC00020287",297.132686084142
"USC00020288",302.425352112676
"USC00020404",316.126373626374
"USC00020586",240.32044198895
"USC00020632",309.449367088608
"USC00020672",285.842105263158
"USC00020678",161.484931506849
"USC00020683",240.679611650485
"USC00020750",173.157407407407
"USC00020775",241.164133738602
"USC00020808",228.974683544304
"USC00020871",174.243767313019
