"code","prec2001"
"US1AROC0002",0
"US1ARSV0002",0
"US1ARWS0029",0
"US1ARYL0001",0
"US1AZMR0025",0
"US1AZPM0082",7.52876712328767
"US1AZPM0085",61
"US1AZYV0033",419
"US1CAHM0047",0
"US1CASN0045",5
"US1COAD0001",11.547619047619
"US1COAD0002",10.7971014492754
"US1COAD0003",6.26470588235294
"US1COAD0004",6.73825503355705
"US1COAD0036",0
"US1COAD0053",3.88
"US1COAD0059",29
"US1COAD0066",30.0762711864407
"US1COAD0067",31.6129032258065
"US1COAR0012",16.2695652173913
"US1COAR0026",22.7857142857143
"US1COAR0114",29.6181818181818
"US1COAR0115",31.75
"US1COAR0219",15
"US1COBO0001",37.9322033898305
"US1COBO0002",14.8540145985401
"US1COBO0004",9.76699029126214
"US1COBO0005",9.7952380952381
"US1COBO0006",22.6176470588235
"US1COBO0007",11.979797979798
"US1COBO0008",10.7288888888889
"US1COBO0009",11.3293413173653
"US1COBO0010",7.91866028708134
"US1COBO0014",11.0569620253165
"US1COBO0015",20.7272727272727
"US1COBO0016",16.3404255319149
"US1COBO0017",12.5747126436782
"US1COBO0018",8.85093167701863
"US1COBO0019",7.42352941176471
"US1COBO0020",10.2328767123288
"US1COBO0022",26.296875
"US1COBO0023",8.86259541984733
"US1COBO0024",6.46242774566474
"US1COBO0025",10.0891089108911
"US1COBO0027",24.2333333333333
"US1COBO0029",18.0114942528736
"US1COBO0030",8.73943661971831
"US1COBO0031",5.75167785234899
"US1COBO0091",0.480769230769231
"US1COBO0142",10.3910256410256
"US1COBO0143",14.778801843318
"US1COBO0144",10.4146341463415
"US1COBO0145",10.3258426966292
"US1COBO0146",7.70588235294118
"US1COBO0149",10.3720930232558
"US1COBO0150",34.65
"US1COBO0151",15.7209302325581
"US1COBO0221",3
"US1COBR0013",9.67105263157895
"US1COCH0001",53.2380952380952
"US1COCH0002",12.228650137741
"US1COCH0006",45.7142857142857
"US1COCH0022",30
"US1CODG0033",28
"US1CODN0004",39.7
"US1CODN0005",11.0450819672131
"US1CODN0006",21.4426229508197
"US1CODN0073",9.50872093023256
"US1COEL0001",13.910447761194
"US1COEL0002",52.1944444444444
"US1COJF0001",27.58
"US1COJF0002",16.5813953488372
"US1COJF0003",11.6352459016393
"US1COJF0004",18.8857142857143
"US1COJF0010",31.125
"US1COJF0011",13.2916666666667
"US1COJF0040",0
"US1COJF0071",399
"US1COJF0251",0
"US1COKC0011",17.2857142857143
"US1COKC0017",35.7567567567568
"US1COKC0046",48.5
"US1COKC0048",19.8979591836735
"US1COKC0050",19.5647668393782
"US1COKC0058",60
"US1COKC0070",33.2641509433962
"US1COKC0071",98.4
"US1COKC0074",39
"US1COKC0077",6.29251700680272
"US1COLA0033",37.9019607843137
"US1COLG0001",16.4352941176471
"US1COLG0002",43.6585365853659
"US1COLG0003",14.4055944055944
"US1COLG0004",6.53333333333333
"US1COLG0005",25.1311475409836
"US1COLN0001",22.3770491803279
