"code","prec2006"
"US10adam001",19.0201342281879
"US10adam002",18.9095890410959
"US10adam003",42
"US10adam004",17.7698630136986
"US10adam006",21.9620253164557
"US10adam007",117.325
"US10adam008",18.8219178082192
"US10adam010",81.1829268292683
"US10adam011",22.3137931034483
"US10adam012",18.5725806451613
"US10adam013",82.6865671641791
"US10adam015",17.0751633986928
"US10adam016",69.9315068493151
"US10adam017",16.4929577464789
"US10adam019",17.7142857142857
"US10adam022",20.6684210526316
"US10adam023",55.8571428571429
"US10adam024",77.8181818181818
"US10arth002",9.95744680851064
"US10bann001",22.3863636363636
"US10bann005",79.969696969697
"US10blai001",144.25
"US10blai004",19.4871794871795
"US10blai005",13.1229946524064
"US10blai006",0
"US10blai008",12.7642045454545
"US10blai010",13.6923076923077
"US10boon002",19.4018987341772
"US10boon004",254
"US10boon005",19.1532033426184
"US10boon006",22.268156424581
"US10boon007",15.5418502202643
"US10boon008",20.4380403458213
"US10boon009",33.6398305084746
"US10boon010",19.6916996047431
"US10box_001",8.26785714285714
"US10box_003",6.09230769230769
"US10box_005",3.64444444444444
"US10brow001",13.7484662576687
"US10brow003",8.26666666666667
"US10buff001",16.6082474226804
"US10buff002",19.9095890410959
"US10buff003",4.79646017699115
"US10buff004",23.4110787172012
"US10buff005",5.12857142857143
"US10buff006",18.0630136986301
"US10buff007",21.3150684931507
"US10buff008",22.3095890410959
"US10buff010",18.5178082191781
"US10buff011",23.5454545454545
"US10buff012",22.6742424242424
"US10buff013",15.5808219178082
"US10buff015",20.9123287671233
"US10buff017",20.7834757834758
"US10buff018",16.5978835978836
"US10buff019",62.8484848484849
"US10burt001",30.719696969697
"US10burt002",20.6739726027397
"US10burt003",22.8900523560209
"US10burt004",25.875
"US10butl003",21.8849315068493
"US10butl004",22.4356164383562
"US10butl005",21.7954545454545
"US10butl008",22.2520547945205
"US10butl010",30.5605095541401
"US10butl011",30.1004184100418
"US10ceda001",15.3174603174603
"US10ceda002",19.2484472049689
"US10ceda003",18.1302083333333
"US10ceda004",25.6262626262626
"US10ceda005",19.7423312883436
"US10ceda006",14.2395209580838
"US10ceda008",23.368932038835
"US10ceda009",24.4064516129032
"US10ceda010",16.6136363636364
"US10ceda011",19.9212121212121
"US10ceda012",16.9815950920245
"US10ceda014",17.014598540146
"US10chas001",11.2548476454294
"US10chas002",11.2821917808219
"US10chas003",12.9526462395543
"US10chas005",12.1818181818182
"US10chas006",12.3508196721311
"US10chas008",14.5534246575342
"US10chas009",189.15
"US10chas010",12.3559322033898
"US10chas011",14.3397260273973
"US10chas012",14.158904109589
"US10chas013",17.3103448275862
"US10chas016",13.8808864265928
"US10chas017",17.9928571428571
"US10chas018",19.5
"US10chas019",102.434782608696
"US10chas021",8.96258503401361
"US10chas023",20.4545454545455
"US10chas025",9.86980609418283
"US10chas026",19.2564102564103
"US10chas027",10.9178082191781
"US10chas029",38
"US10chas030",19.6288659793814
"US10chas031",22.4604316546763
"US10chas032",13.9508196721311
"US10cher001",17.7029702970297
"US10cher004",15.2989130434783
"US10cher005",10.1969696969697
"US10cher006",11.2409638554217
"US10cher007",13.5416666666667
"US10cher008",13.6428571428571
"US10cher009",9.94736842105263
"US10cher010",8.71052631578947
"US10cher011",10.4042553191489
"US10cher012",9.92957746478873
"US10cher013",78.1428571428571
"US10cher014",3.31081081081081
"US10cher016",6.12765957446809
"US10cher017",9.97297297297297
"US10cher018",6.4375
"US10cher019",10.7407407407407
"US10chey002",7.71232876712329
"US10chey003",13.5365168539326
"US10chey005",9.25205479452055
"US10chey007",7.45197740112994
"US10chey008",9.2027027027027
"US10chey009",12.8352941176471
"US10chey010",12.1950464396285
"US10chey012",10.6356164383562
"US10chey013",16.2158273381295
"US10chey014",9.22435897435897
"US10chey015",9.5945205479452
"US10chey016",9.25277777777778
"US10chey017",7.0986301369863
"US10chey018",13.3295454545455
"US10chey019",8.37808219178082
"US10chey021",6.32869080779944
"US10chey024",8.77900552486188
"US10chey025",6.82127659574468
"US10chey026",5.90697674418605
"US10chey027",6.98337950138504
"US10chey028",11.027397260274
"US10chey029",55.1794871794872
"US10chey030",12.5988372093023
"US10chey031",94
"US10chey032",9.07182320441989
"US10chey033",12.4110429447853
"US10chey035",10.0387096774194
"US10chey036",7.96986301369863
"US10chey037",7.35068493150685
"US10chey038",9.68292682926829
"US10chey040",5.25510204081633
"US10chey041",8.68888888888889
"US10clay002",19.4383561643836
"US10clay004",17.2849315068493
"US10clay005",27.8076923076923
"US10clay008",17
"US10clay009",12.5454545454545
"US10clay013",24.5757575757576
"US10clay015",92.4545454545455
"US10clay017",21.7508896797153
"US10clay018",22.6265060240964
"US10colf001",24.860103626943
"US10colf002",22.6581632653061
"US10colf003",21.3959390862944
"US10cumi002",22.0304568527919
"US10cumi005",26.6909090909091
"US10cumi006",36.9461538461538
"US10cumi007",19.54375
"US10cumi008",25.5989304812834
"US10cumi009",56.7164179104478
"US10cumi010",22
"US10cumi011",16.5402298850575
"US10cust001",18.1923076923077
"US10cust003",14.2960893854749
"US10cust004",10.5289256198347
"US10cust005",16.2171052631579
"US10cust007",16.0602739726027
"US10cust008",16.6318407960199
"US10cust009",12.0684931506849
"US10cust010",14.6547945205479
"US10cust011",15.1232394366197
"US10cust012",13.05
"US10cust013",14.1825726141079
"US10cust014",12.3636363636364
"US10cust015",13.8438356164384
"US10cust016",72.9756097560976
"US10cust017",10.5534246575342
"US10cust020",14.1068493150685
"US10cust021",12.4493150684932
"US10cust022",13
"US10dawe001",9.31147540983607
"US10dawe002",6.35263157894737
"US10dawe003",10.7073170731707
"US10dawe005",6.95187165775401
"US10dawe006",7.40677966101695
"US10dawe007",2.6031746031746
"US10dawe010",4.73770491803279
"US10daws001",14.8904109589041
"US10daws002",15.4547945205479
"US10daws007",12.5123287671233
"US10daws008",14.4356164383562
"US10daws009",13.4794520547945
"US10daws010",13.6694214876033
"US10daws011",14.8630136986301
"US10daws013",14.7319277108434
"US10daws014",13.986301369863
"US10daws015",11.7229916897507
"US10deue002",13
"US10deue003",6.7639751552795
"US10deue004",10.7780821917808
"US10deue005",11.2247706422018
"US10deue009",6.64971751412429
"US10deue010",12.0051282051282
"US10deue012",6.86301369863014
"US10deue013",5.27536231884058
"US10deue015",8.23484848484848
"US10deue016",10.3869565217391
"US10deue018",10.2146341463415
"US10dixo001",21.0470588235294
"US10dixo003",0
"US10doug001",26.6060606060606
"US10doug002",25.4522613065327
"US10doug005",24.2368421052632
"US10doug006",27.2568306010929
"US10doug007",25.804469273743
"US10doug009",28.4475138121547
"US10doug012",20.2016806722689
"US10doug013",17.7079646017699
"US10doug014",11.9830508474576
"US10doug015",19.650406504065
"US10dund001",12.0027397260274
"US10dund003",17.7610294117647
"US10dund004",14.6684931506849
"US10dund005",15.4191780821918
"US10dund006",68.1818181818182
"US10dund008",11.2044444444444
"US10dund009",17.95
"US10dund010",12.8301369863014
"US10dund011",13.8328767123288
"US10dund013",4.05982905982906
"US10dund014",12.7205479452055
"US10dund015",15.4957983193277
"US10dund016",17.7264957264957
"US10dund017",11.1123287671233
"US10dund018",22.028901734104
"US10dund019",82.18
"US10dund020",15.827397260274
"US10dund022",30.765625
"US10fill001",58
"US10fill002",1163
"US10fill003",21.0684931506849
"US10fill005",27.2813852813853
"US10fill006",20.9890410958904
"US10fill007",14.7314049586777
"US10fill010",93.8840579710145
"US10fill011",58.6875
"US10fill012",22.9252336448598
"US10fran001",18.3260273972603
"US10fran002",20.4958904109589
"US10fran003",20.1456043956044
"US10fran004",191
"US10fran005",12.0898876404494
"US10fran006",24.8326530612245
"US10fran007",21.1717451523546
"US10fran009",18.0164383561644
"US10fron002",15.0109589041096
"US10fron003",16.8650137741047
"US10fron004",13.7095890410959
"US10fron005",17.8370786516854
"US10fron007",14.627397260274
"US10fron008",12.2729805013928
"US10fron009",18.1546391752577
"US10fron010",15.372602739726
"US10fron011",12.7130919220056
"US10fron012",1.17948717948718
"US10fron014",20.9185520361991
"US10fron015",13.3763440860215
"US10fron016",14.1726618705036
"US10furn001",14.6565934065934
"US10furn002",20.2231404958678
"US10furn003",16.3432203389831
"US10furn004",17.5152354570637
"US10furn005",19.1260273972603
"US10furn006",14.0243161094225
"US10furn008",14.3543956043956
"US10furn010",18.2383561643836
"US10furn014",19.7150684931507
"US10furn015",16.2035928143713
"US10furn018",21.8874458874459
"US10furn019",27.0732984293194
"US10furn020",20.7173913043478
"US10gage002",112.921875
"US10gage003",22.0082644628099
"US10gage004",94.4626865671642
"US10gage007",24.9712230215827
"US10gage008",17.9480122324159
"US10gage009",18.6602739726027
"US10gage012",59.5
"US10gage013",26.5325077399381
"US10gage015",172.948717948718
"US10gage017",41.8815789473684
"US10gage018",158.711538461538
"US10gage020",19.532967032967
"US10gage021",16.7275280898876
"US10gage022",26.6529850746269
"US10gage023",25.0863636363636
"US10gage025",30.6576576576577
"US10gage026",20.3272727272727
"US10gard002",16.3488372093023
"US10gard003",54.3428571428571
"US10gard004",4.27868852459016
"US10gard007",13.4710743801653
"US10gard008",7.36213991769547
"US10gard009",16.4166666666667
"US10garf001",9.26256983240224
"US10garf003",115.277777777778
"US10garf004",12.3561643835616
"US10garf005",15.1815181518152
"US10garf006",21.8846153846154
"US10gosp001",15.3881019830028
"US10gosp002",17.3260273972603
"US10gosp003",14.9488636363636
"US10gosp004",16.7945205479452
"US10gran003",14.4048780487805
"US10gran004",113.1
"US10gran009",14.059880239521
"US10gree002",126.818181818182
"US10gree003",92.5084745762712
"US10gree004",14.3732590529248
"US10gree006",32.972602739726
"US10gree007",19.094674556213
"US10gree009",25.4285714285714
"US10hall001",18.2904109589041
"US10hall002",18.9671232876712
"US10hall003",0.779310344827586
"US10hall004",18.6712328767123
"US10hall005",16.7123287671233
"US10hall006",17.6961325966851
"US10hall007",21.6678082191781
"US10hall008",18.1643454038997
"US10hall009",19.9013698630137
"US10hall010",19.0238095238095
"US10hall011",21.1616438356164
"US10hall012",19.013698630137
"US10hall014",21.0269461077844
"US10hall016",16.5155807365439
"US10hall017",16.185595567867
"US10hall018",17.0111420612813
"US10hall019",14.46
"US10hall020",15.0647058823529
"US10hall021",15.9426751592357
"US10hall026",18.0223880597015
"US10hall027",15.8484848484848
"US10hami001",49.7903225806452
"US10hami002",17.3002754820937
"US10hami003",18.6520547945205
"US10hami004",29.0327868852459
"US10hami005",14.3714285714286
"US10hami006",65.3092783505155
"US10hami008",24.0040983606557
"US10hami011",15.6381766381766
"US10hami012",22.5
"US10hami013",16.0234375
"US10hami015",23.1044776119403
"US10hami016",20.8311111111111
"US10hami017",14.4089635854342
"US10harl002",16.9886363636364
"US10harl004",15.2590361445783
"US10harl008",19.6602739726027
"US10harl009",17.1568047337278
"US10harl010",17.1013698630137
"US10harl012",18.7791411042945
"US10harl013",16.1875
"US10haye001",12.8684931506849
"US10haye002",14.841095890411
"US10haye003",6.59533073929961
"US10haye004",13.1095890410959
"US10haye005",11.9479452054795
"US10haye006",12.2809917355372
"US10haye007",11.4109589041096
"US10haye008",16.0427807486631
"US10haye009",8.92571428571429
"US10haye010",16.8811881188119
"US10hitc003",13.8093922651934
"US10hitc004",12.3945205479452
"US10hitc006",22.0595238095238
"US10hitc007",15.0557103064067
"US10hitc008",10.7047970479705
"US10hitc012",0.0638297872340425
"US10hitc013",15.6794520547945
"US10hitc014",11.2046109510086
"US10hitc015",16.9454545454545
"US10hitc016",13.6784140969163
"US10hitc017",17.1683168316832
"US10hitc018",10.2767123287671
"US10hitc019",22.3005464480874
"US10hitc020",22.3533333333333
"US10holt001",17.7845303867403
"US10holt002",11.3362068965517
"US10holt003",16.5049504950495
"US10holt004",7.93
"US10holt006",4.23655913978495
"US10holt007",16.0196078431373
"US10holt008",10.1325301204819
"US10holt009",3.41860465116279
"US10holt010",16.4901960784314
"US10holt011",12.65
"US10holt012",11.5208333333333
"US10hook001",11.4465753424658
"US10hook002",10.3928571428571
"US10hook006",10.9677419354839
"US10hook007",36.7327586206897
"US10hook008",74.25
"US10howa001",22.6666666666667
"US10howa002",21.0745098039216
"US10howa003",19.6516516516517
"US10howa004",90.2549019607843
"US10howa005",18.810650887574
"US10howa007",24.8761061946903
"US10howa008",22.9655172413793
"US10howa009",20.5633802816901
"US10jeff001",23.3203342618384
"US10jeff002",18.1698630136986
"US10jeff003",19.172602739726
"US10jeff004",18.9315068493151
"US10jeff005",102.375
"US10jeff006",18.7178082191781
"US10jeff009",22.8904109589041
"US10jeff011",21.021472392638
"US10jeff012",19.7259036144578
"US10jeff013",20.6109589041096
"US10jeff014",20.4712328767123
"US10jeff016",22.8832487309645
"US10jeff018",29.1578947368421
"US10jeff020",115.520833333333
"US10jeff021",28.4378378378378
"US10jeff023",22.7844311377245
"US10john001",21.511961722488
"US10john002",21.2878787878788
"US10john003",26.2119205298013
"US10john004",20.66
"US10john005",24.9880239520958
"US10john006",20.4583333333333
"US10john007",21.039603960396
"US10john008",26.0155440414508
"US10john009",25.9636363636364
"US10john010",21.929347826087
"US10john012",24.0060240963855
"US10john013",28.5833333333333
"US10john014",26.3106060606061
"US10john015",22.8346456692913
"US10john016",37.7407407407407
"US10kear002",20.8529411764706
"US10kear003",344.125
"US10kear004",18.5506849315069
"US10kear005",20.213698630137
"US10kear006",16.2462121212121
"US10kear008",32.6565656565657
"US10kear009",18.0054794520548
"US10keit001",10.2411764705882
"US10keit003",10
"US10keit004",7.93786982248521
"US10keit008",10.7123287671233
"US10keit009",10.1859154929577
"US10keit011",1.62295081967213
"US10keit013",9.38904109589041
"US10keya001",13.4342105263158
"US10keya002",10.3888888888889
"US10keya003",14.0261437908497
"US10keya004",0
"US10kimb001",10.1081967213115
"US10kimb004",7.25550660792952
"US10kimb007",11.2339832869081
"US10kimb009",65.1842105263158
"US10kimb010",9.04722222222222
"US10kimb013",11.4723032069971
"US10kimb014",95.3181818181818
"US10knox003",93.15
"US10knox004",19.4651162790698
"US10knox005",42.5116279069767
"US10knox006",25
"US10lanc001",19.172602739726
"US10lanc014",21.9677419354839
"US10lanc015",23.1710526315789
"US10lanc017",21.0672268907563
"US10linc002",22.5537190082645
"US10linc003",15.6630136986301
"US10linc004",11.1315068493151
"US10linc006",20.5798816568047
"US10linc007",19.0055555555556
"US10linc013",14.0493150684932
"US10linc014",30.3675213675214
"US10linc015",15.7786259541985
"US10linc017",12.7933884297521
"US10linc018",13.8919667590028
