"code","temp2005"
"USC00010063",219.034682080925
"USC00010160",232.770083102493
"USC00010178",259.184357541899
"USC00010252",260.405027932961
"USC00010260",214.246575342466
"USC00010369",228.758333333333
"USC00010390",220.520661157025
"USC00010402",248.946629213483
"USC00010425",231.513966480447
"USC00010505",234.282191780822
"USC00010583",249.245179063361
"USC00010655",230.367123287671
"USC00010764",247.324175824176
"USC00010768",220.729230769231
"USC00011080",251.945054945055
"USC00011084",269.475274725275
"USC00011099",213.335329341317
"USC00011189",244.877358490566
"USC00011490",223.752777777778
"USC00011566",244.666666666667
"USC00011620",255.543956043956
"USC00011694",239.474474474474
"USC00011725",241.90985915493
"USC00011803",242.596153846154
"USC00012096",217.102209944751
"USC00012172",239.776243093923
"USC00012209",215.680473372781
"USC00012245",229.376899696049
"USC00012350",167.333333333333
"USC00012675",254.913580246914
"USC00012730",239.334710743802
"USC00012758",245.079452054795
"USC00012813",256.876712328767
"USC00012883",235.840659340659
"USC00013043",229.049019607843
"USC00013154",231.646892655367
"USC00013160",252.003012048193
"USC00013251",256.4
"USC00013511",250.763157894737
"USC00013519",240.213698630137
"USC00013573",217.643835616438
"USC00013575",220.118457300275
"USC00013610",205.602209944751
"USC00013620",215.14156626506
"USC00013645",236.654794520548
"USC00013655",230.87397260274
"USC00013761",255.086956521739
"USC00013775",221.408219178082
"USC00013781",241.391044776119
"USC00013816",240.188888888889
"USC00014193",253.702479338843
"USC00014226",222.259818731118
"USC00014502",224.230538922156
"USC00014798",243.631728045326
"USC00015121",239.169863013699
"USC00015439",237.516853932584
"USC00015553",249.314049586777
"USC00015635",227.723287671233
"USC00015752",250.103603603604
"USC00016000",311.6
"USC00016121",224.819188191882
"USC00016129",186.843601895735
"USC00016196",225.074175824176
"USC00016478",234.2
"USC00016643",235.923287671233
"USC00016988",255.309589041096
"USC00017020",229.227397260274
"USC00017025",235.368131868132
"USC00017131",224.213698630137
"USC00017157",234.576923076923
"USC00017207",213.837060702875
"USC00017304",234.849315068493
"USC00017366",241.358904109589
"USC00017999",242.90635451505
"USC00018024",230.517808219178
"USC00018178",260.491666666667
"USC00018209",238.098630136986
"USC00018323",241.646575342466
"USC00018380",253.46875
"USC00018438",237.553424657534
"USC00018469",212.169863013699
"USC00018517",197.188118811881
"USC00018692",223.912328767123
"USC00018859",238.685950413223
