"code","temp2004"
"USC00010063",215.768253968254
"USC00010160",229.401114206128
"USC00010178",216.153846153846
"USC00010252",255.110778443114
"USC00010260",228.630434782609
"USC00010369",226.46978021978
"USC00010390",214.730769230769
"USC00010402",246.846368715084
"USC00010425",235.51912568306
"USC00010505",232.142465753425
"USC00010583",247.274787535411
"USC00010655",225.562841530055
"USC00010764",237.197260273973
"USC00010768",225.459016393443
"USC00011080",248.382513661202
"USC00011084",251.422969187675
"USC00011099",212.643274853801
"USC00011189",246.58904109589
"USC00011490",217.825443786982
"USC00011566",249.198275862069
"USC00011620",252.575757575758
"USC00011694",228.466850828729
"USC00011725",243.095652173913
"USC00011803",238.28453038674
"USC00012096",212.419178082192
"USC00012172",239.692307692308
"USC00012209",214.196319018405
"USC00012245",229.291291291291
"USC00012675",242.338797814208
"USC00012730",241.68152866242
"USC00012758",243.775956284153
"USC00012813",255.939890710383
"USC00012883",231.682191780822
"USC00013043",215.220543806647
"USC00013154",224.601156069364
"USC00013160",235.222222222222
"USC00013251",254.317808219178
"USC00013511",237.401785714286
"USC00013519",238.586301369863
"USC00013573",212.956284153005
"USC00013575",216.911845730028
"USC00013610",246.093457943925
"USC00013620",213.738888888889
"USC00013645",225.754098360656
"USC00013655",235.174863387978
"USC00013761",250.857938718663
"USC00013775",217.843406593407
"USC00013781",235.013661202186
"USC00013816",242.065340909091
"USC00014193",254.5
"USC00014226",225.82271468144
"USC00014502",232.027322404372
"USC00014798",241.202816901408
"USC00015112",241.550185873606
"USC00015121",237.251366120219
"USC00015439",238.275482093664
"USC00015553",243.433701657459
"USC00015635",222.830601092896
"USC00015752",229.698412698413
"USC00016121",199.840579710145
"USC00016129",230.373626373626
"USC00016196",205.598360655738
"USC00016478",228.655737704918
"USC00016643",241.959016393443
"USC00016988",254.126470588235
"USC00017020",227.384615384615
"USC00017025",193.665048543689
"USC00017131",219.475409836066
"USC00017157",233.383977900552
"USC00017207",205.491758241758
"USC00017304",224.830601092896
"USC00017366",240.901639344262
"USC00017955",169.691489361702
"USC00017999",223.731343283582
"USC00018024",227.92349726776
"USC00018178",233.307453416149
"USC00018209",230.781420765027
"USC00018323",240.277472527473
"USC00018380",242.997237569061
"USC00018438",237.327868852459
"USC00018469",208.70218579235
"USC00018517",228.560669456067
"USC00018692",228.959420289855
"USC00018859",238.625683060109
"USC00018867",242.06162464986
"USC00018998",226.15737704918
"USC00020060",300.739837398374
"USC00020080",287.203846153846
"USC00020100",306
"USC00020159",160.351800554017
"USC00020287",272.824773413897
"USC00020288",290.980716253444
"USC00020404",279
"USC00020586",233.97191011236
"USC00020632",302.903409090909
"USC00020670",261.215846994536
"USC00020672",282.372602739726
"USC00020678",155.830601092896
"USC00020683",262.487603305785
"USC00020750",160.896935933148
"USC00020775",206.514285714286
"USC00020808",194.727272727273
"USC00020871",174.664122137405
"USC00020949",310.613861386139
"USC00020958",254.852054794521
"USC00021001",137.779264214047
"USC00021050",300.260073260073
"USC00021248",205.101369863014
"USC00021282",281.132183908046
"USC00021306",322.597902097902
"USC00021314",303.579234972678
"USC00021330",278.542274052478
"USC00021353",280.969863013699
"USC00021514",295.768571428571
"USC00021574",203.847058823529
"USC00021614",271.515151515152
