"code","prec2004"
"US10adam001",23.8783068783069
"US10adam002",19.2599118942731
"US10adam003",72.90625
"US10adam004",83.9666666666667
"US10adam006",21.8897959183673
"US10adam007",35.1239669421488
"US10adam008",17.0869565217391
"US10adam010",85.3333333333333
"US10adam011",26.4571428571429
"US10adam012",26.1609195402299
"US10adam013",30.0328947368421
"US10adam015",21.4257425742574
"US10adam016",20.2947368421053
"US10adam017",17.9234972677596
"US10adam019",53.768115942029
"US10bann001",44.4054054054054
"US10blai001",39.259842519685
"US10blai003",111.8
"US10blai004",30.7575757575758
"US10blai005",12.7555555555556
"US10blai006",1.15789473684211
"US10boon002",12.5396825396825
"US10boon003",21.40625
"US10boon004",27.7391304347826
"US10boon005",6.66216216216216
"US10boon006",8.38888888888889
"US10boon007",7.41379310344828
"US10brow001",12.5157232704403
"US10buff001",13.9583333333333
"US10buff002",17.4304932735426
"US10buff003",21.0659898477157
"US10buff004",19.969298245614
"US10buff005",18.5422222222222
"US10buff006",19.1173708920188
"US10buff007",21.4467005076142
"US10buff008",20.9588235294118
"US10buff010",19.5944444444444
"US10buff011",18.4886363636364
"US10buff012",13.6136363636364
"US10buff013",13.1358024691358
"US10buff015",13.6976744186047
"US10buff017",6.20512820512821
"US10butl003",20.5801886792453
"US10butl004",14.6753246753247
"US10butl005",16.4278846153846
"US10butl008",17.4632034632035
"US10chas001",18.7692307692308
"US10chas002",20.5217391304348
"US10chas003",16.6462264150943
"US10chas004",26.4754098360656
"US10chas005",17.7391304347826
"US10chas006",15.44
"US10chas007",22.0970873786408
"US10chas008",14.6927083333333
"US10chas009",19.4235294117647
"US10chas010",17.241935483871
"US10chas011",18.8579545454545
"US10chas012",16.4673913043478
"US10chas013",17.6830985915493
"US10chas016",18.3583815028902
"US10chas017",22.9044585987261
"US10chas018",25.9137931034483
"US10chas019",118.1
"US10chas021",20.297619047619
"US10chas023",11.8376068376068
"US10chas024",12.9494949494949
"US10chas025",13.6851851851852
"US10chas026",4.91011235955056
"US10chas027",61.2222222222222
"US10cher001",26.1789473684211
"US10cher004",32.2333333333333
"US10chey002",13.5652173913043
"US10chey003",22.0691489361702
"US10chey004",12.6493506493506
"US10chey005",18.1565217391304
"US10chey007",14.2886597938144
"US10chey008",17.3714285714286
"US10chey009",21.4375
"US10chey010",18.1435406698565
"US10chey012",23.9197530864198
"US10chey013",17.583850931677
"US10chey014",22.5585106382979
"US10chey015",15.1441441441441
"US10chey016",17.7605633802817
"US10chey017",16.7149758454106
"US10chey018",25.4272727272727
"US10chey019",17.58
"US10chey021",16.1428571428571
"US10chey022",20.8050847457627
"US10chey024",12.4814814814815
"US10chey025",12.68
"US10chey026",9.33098591549296
"US10chey027",7.61805555555556
"US10chey028",7.08870967741935
"US10chey029",36.5625
"US10chey030",8.46739130434783
"US10chey031",3.7037037037037
"US10chey032",2.61176470588235
"US10chey033",1.85526315789474
"US10chey034",3.22666666666667
"US10chey035",1.8448275862069
"US10clay002",19.3886462882096
"US10clay004",21.5701754385965
"US10clay005",21.1982378854626
"US10clay007",23.9017857142857
"US10clay008",22.5164319248826
"US10clay009",18.9342105263158
"US10clay012",27.7407407407407
"US10cust001",22.4029126213592
"US10cust002",18.5550458715596
"US10cust003",17.6046511627907
"US10cust004",12.2079207920792
"US10cust005",15.9378881987578
"US10cust007",16.2576687116564
"US10cust008",14.9044585987261
"US10cust009",17.5875
"US10cust010",14.9693251533742
"US10cust011",19.1042944785276
"US10cust012",19.7547169811321
"US10cust013",30.359375
"US10cust014",17.4690265486726
"US10cust015",16.8496732026144
"US10cust016",91.1428571428571
"US10cust017",16.0522875816993
"US10daws001",19
"US10daws002",21.5829596412556
"US10daws003",18.4239130434783
"US10daws004",28.7142857142857
"US10daws005",25.1933333333333
"US10daws006",25.28
"US10daws007",19.2454545454545
"US10daws008",19.3818181818182
"US10daws009",19.6542056074766
"US10daws010",17.2971698113208
"US10daws011",18.8604651162791
"US10daws012",30.890756302521
"US10daws013",14.2123287671233
"US10daws014",11.9787234042553
"US10deue001",21.4906832298137
"US10deue002",22.1225806451613
"US10deue003",26.4851485148515
"US10deue004",18.3523316062176
"US10deue005",82.8076923076923
"US10deue009",8.11224489795918
"US10deue010",16.9850746268657
"US10deue012",23.2
"US10doug014",0
"US10dund001",15.0983606557377
"US10dund002",16.7528735632184
"US10dund003",27.9027777777778
"US10dund004",14.9717514124294
